nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
The Runaways,Kristen Stewart,"['Blancanieves y la leyenda del cazador', 'La saga Crepúsculo: Eclipse']",1990,"Reparto, Producción, Dirección",92 premios y 110 nominaciones en total
The Runaways,Dakota Fanning,"['La guerra de los mundos', 'Yo soy Sam']",1994,"Reparto, Producción, Dirección",17 premios y 36 nominaciones
The Runaways,Michael Shannon,"['Take Shelter', 'Revolutionary Road']",1974,"Reparto, Producción, Dirección",36 premios y 100 nominaciones en total
The Runaways,Stella Maeve,"['Starlet', 'The Runaways']",1989,"Reparto, Especialistas, Banda sonora",1 premio
The Runaways,Scout Taylor-Compton,"['Halloween: El origen', 'Halloween 2']",1989,"Reparto, Equipos adicionales, Dirección",2 premios y 7 nominaciones
The Runaways,Alia Shawkat,"['Arrested Development', 'Cosas que hacer antes de los 18']",1989,"Reparto, Producción, Dirección",13 premios y 17 nominaciones
The Runaways,Riley Keough,"['Mad Max: Furia en la carretera', 'American Honey']",1989,"Reparto, Producción, Dirección",14 premios y 31 nominaciones en total
The Runaways,Johnny Lewis,"['Aliens vs. Predator 2', 'Llamada perdida']",1983,Reparto,N/A
Woyzeck 2010,Harpa Arnardóttir,"['Blóðberg', 'Case']",N/A,Reparto,1 nominación
Woyzeck 2010,Ólafur Egilsson,"['La mujer de la montaña', 'Sumarlandið']",1977,"Guion, Reparto, Dirección",Olafur Egill Egilsson
Woyzeck 2010,Erlendur Eiríksson,"['Fuera del vestuario', 'Las marismas']",1970,Reparto,N/A
Woyzeck 2010,Nína Dögg Filippusdóttir,"['Prisioneras', 'Börn']",1974,"Reparto, Guion, Producción",7 premios y 8 nominaciones
Woyzeck 2010,Arni Petur Gudjonsson,"['Woyzeck 2010', 'Fanga']",N/A,Reparto,N/A
Woyzeck 2010,Björn Hlynur Haraldsson,"['Homecoming', 'Me estás matando Susana']",1974,"Reparto, Guion, Dirección",5 premios y 8 nominaciones
Woyzeck 2010,Víkingur Kristjánsson,"['Foreldrar', 'Vegferð']",1972,"Reparto, Producción, Guion",N/A
Woyzeck 2010,Ingvar Sigurdsson,"['Everest', 'El hombre del norte']",1963,"Reparto, Producción, Guion",18 premios y 9 nominaciones
Deal,Lawrence Brown,['Deal'],N/A,Reparto,N/A
Deal,Tony Devon,"['Pizza with Bullets', 'Impacto']",1951,"Reparto, Producción, Guion",1 premio
Deal,Bridgett Hawke,"['The Black Caesar', 'Deal']",N/A,Reparto,N/A
Deal,Freddy Sullivan,"['Deal', 'Jealous Heart']",N/A,Reparto,N/A
Deal,Zak Tate,['Deal'],N/A,Reparto,N/A
Deal,Darnell Coles,"['Deal', 'The Black Caesar']",N/A,Reparto,N/A
Deal,Annette Hudson,"['Deal', 'Eager to Die']",N/A,Reparto,N/A
Deal,Julius Grody,['Deal'],N/A,Reparto,N/A
Patagonia,Matthew Rhys,"['Un amigo extraordinario', 'The Americans']",1974,"Reparto, Producción, Dirección",5 premios y 48 nominaciones en total
Patagonia,Marta Lubos,"['Diarios de motocicleta', 'Ecuación']",N/A,Reparto,N/A
Patagonia,Nahuel Pérez Biscayart,"['Glue', 'El profesor de persa']",1986,"Reparto, Producción, Dirección",12 premios y 13 nominaciones
Patagonia,Nia Roberts,"['Cashback', 'Sometime Else']",1972,Reparto,N/A
Patagonia,Matthew Gravelle,"['Broadchurch', 'La Biblia']",1976,Reparto,1 nominación
Patagonia,Rhys Parry Jones,"['Templario', 'La casa del dragón']",N/A,Reparto,N/A
Patagonia,Duffy,"['Radio encubierta', 'Legend']",1984,"Reparto, Composición, Equipos adicionales",1 premio y 5 nominaciones
Patagonia,Phylip Hughes,"['Keeping Faith', 'Parch']",1937,Reparto,N/A
Centurión,Michael Fassbender,"['Shame', 'Prometheus']",1977,"Reparto, Producción, Equipo ejecutivo",79 premios y 155 nominaciones en total
Centurión,Andreas Wisniewski,"['Jungla de cristal', '007: Alta tensión']",1959,"Reparto, Dirección",N/A
Centurión,Dave Legeno,"['Harry Potter y el misterio del príncipe', 'Blancanieves y la leyenda del cazador']",1963,"Reparto, Guion",N/A
Centurión,Axelle Carolyn,"['Cuentos de Halloween', 'Doomsday: El día del juicio']",1979,"Dirección, Reparto, Guion",2 premios y 4 nominaciones
Centurión,Dominic West,"['The Wire (Bajo escucha)', 'Chicago']",1969,"Reparto, Producción, Dirección",9 premios y 20 nominaciones en total
Centurión,Dhafer L'Abidine,"['Centurión', 'Hijos de los hombres']",1972,"Reparto, Dirección, Guion",1 premio
Centurión,JJ Feild,"['Capitán América: El primer vengador', 'Centurión']",1978,"Reparto, Producción, Banda sonora",1 premio
Centurión,Lee Ross,"['Centurión', 'La pandilla plumilla']",1971,"Reparto, Banda sonora",1 premio
Copia certificada,Juliette Binoche,"['El paciente inglés', 'Viaje a Sils Maria']",1964,"Reparto, Arte, Equipos adicionales",41 premios y 65 nominaciones en total
Copia certificada,William Shimell,"['Copia certificada', 'Amor']",1952,Reparto,N/A
Copia certificada,Jean-Claude Carrière,"['La insoportable levedad del ser', 'El discreto encanto de la burguesía']",1931,"Guion, Reparto, Dirección",18 premios y 19 nominaciones en total
Copia certificada,Agathe Natanson,"['El código Da Vinci', 'Copia certificada']",1946,Reparto,N/A
Copia certificada,Gianna Giachetti,"['Copia certificada', ""L'idiota""]",1935,Reparto,Gianna Giacchetti
Copia certificada,Adrian Moore,"['Copia certificada', 'Mia and Me']",N/A,Reparto,N/A
Copia certificada,Angelo Barbagallo,"['La mejor juventud', 'El caimán']",N/A,"Producción, Reparto, Dirección de producción",N/A
Copia certificada,Andrea Laurenzi,['Copia certificada'],N/A,Reparto,N/A
Rising Star,Tony Devon,"['Pizza with Bullets', 'Impacto']",1951,"Reparto, Producción, Guion",1 premio
Rising Star,Jacqueline Biels,"['The Woods', 'A Woman Is a Woman']",N/A,Reparto,N/A
Rising Star,Burt Klein,"['Moonlight Blade', 'Rising Star']",N/A,Reparto,N/A
Rising Star,Tom Mason,"['The Woods', 'The Black Caesar']",N/A,Reparto,N/A
Rising Star,Angel Higgins,"['Rising Star', 'Licks']",N/A,Reparto,N/A
Rising Star,Ralph Kimble,"['Deal', 'Rising Star']",N/A,Reparto,N/A
Rising Star,Elizabeth Costello,['Rising Star'],N/A,Reparto,N/A
Rising Star,Tom Lewis,['Rising Star'],N/A,Reparto,N/A
Camino a la libertad,Dragos Bucur,"['Camino a la libertad', 'Vaya patrulla']",1977,"Reparto, Producción, Agente de talentos",8 premios y 3 nominaciones
Camino a la libertad,Colin Farrell,"['Langosta', 'Escondidos en Brujas']",1976,"Reparto, Producción, Dirección",64 premios y 105 nominaciones en total
Camino a la libertad,Ed Harris,"['Appaloosa', 'Pollock. La vida de un creador']",1950,"Reparto, Producción, Dirección",28 premios y 52 nominaciones en total
Camino a la libertad,Alexandru Potocean,"['4 meses, 3 semanas, 2 días', 'Camino a la libertad']",1984,Reparto,1 premio y 4 nominaciones
Camino a la libertad,Saoirse Ronan,"['Hanna', 'Brooklyn']",1994,"Reparto, Producción, Banda sonora",68 premios y 188 nominaciones en total
Camino a la libertad,Gustaf Skarsgård,"['Oppenheimer', 'Westworld']",1980,"Reparto, Dirección, Guion",3 premios y 5 nominaciones
Camino a la libertad,Mark Strong,"['1917', '¡Shazam!']",1963,"Reparto, Producción",3 premios y 11 nominaciones en total
Camino a la libertad,Jim Sturgess,"['21: Black Jack', 'Across the Universe']",1978,"Reparto, Música, Banda sonora",2 premios y 4 nominaciones
Wall Street 2: El dinero nunca duerme,Richard Stratton,"['Street Time', 'Wall Street 2: El dinero nunca duerme']",1946,"Guion, Producción, Reparto",N/A
Wall Street 2: El dinero nunca duerme,Harry Kerrigan,['Wall Street 2: El dinero nunca duerme'],N/A,Reparto,N/A
Wall Street 2: El dinero nunca duerme,Michael Douglas,"['Wall Street', 'Detrás del candelabro']",1944,"Reparto, Producción, Dirección",58 premios y 68 nominaciones en total
Wall Street 2: El dinero nunca duerme,Carey Mulligan,"['Nunca me abandones', 'Shame']",1985,"Reparto, Producción, Vestuario",82 premios y 149 nominaciones en total
Wall Street 2: El dinero nunca duerme,Shia LaBeouf,"['Honey Boy', 'La familia que tú eliges']",1986,"Reparto, Guion",18 premios y 61 nominaciones en total
Wall Street 2: El dinero nunca duerme,Sunil Hirani,['Wall Street 2: El dinero nunca duerme'],N/A,Reparto,N/A
Wall Street 2: El dinero nunca duerme,Maria Bartiromo,"['El fraude', 'Asalto al tren Pelham 1 2 3']",1967,"Guion, Producción, Reparto",2 premios
Wall Street 2: El dinero nunca duerme,Austin Pendleton,"['¿Qué me pasa, doctor?', 'Cortocircuito']",1940,"Reparto, Dirección, Guion",3 premios y 3 nominaciones
Secretariat,Diane Lane,"['Infiel', 'Bajo el sol de la Toscana']",1965,"Reparto, Banda sonora",16 premios y 32 nominaciones en total
Secretariat,John Malkovich,"['Cómo ser John Malkovich', 'En la línea de fuego']",1953,"Reparto, Producción, Guion",32 premios y 44 nominaciones en total
Secretariat,Dylan Walsh,"['Congo', 'El padrastro']",1963,"Reparto, Vestuario, Guion",2 premios y 2 nominaciones
Secretariat,Margo Martindale,"['Agosto', ""Paris, je t'aime""]",1951,Reparto,13 premios y 30 nominaciones en total
Secretariat,Nelsan Ellis,"['I Feel Good: La historia de James Brown', 'El mayordomo']",1977,"Reparto, Producción, Guion",3 premios y 7 nominaciones
Secretariat,Otto Thorwarth,"['Secretariat', 'The Prodigal Cowboy']",N/A,"Reparto, Guion, Producción",N/A
Secretariat,Fred Thompson,"['La caza del Octubre Rojo', 'No hay salida']",1942,Reparto,1 nominación
Secretariat,James Cromwell,"['L.A. Confidential', 'La milla verde']",1940,"Reparto, Producción, Banda sonora",14 premios y 36 nominaciones en total
Sawariya lai de ho rangni chudi,Pranjal Bhatt,"['The End', 'Shootout']",N/A,"Reparto, Producción","1,65 m"
El libro de Eli,Denzel Washington,"['Fences', 'El libro de Eli']",1954,"Reparto, Producción, Dirección",87 premios y 211 nominaciones en total
El libro de Eli,Gary Oldman,"['El caballero oscuro', 'El topo']",1958,"Reparto, Producción, Dirección",66 premios y 105 nominaciones en total
El libro de Eli,Mila Kunis,"['Cisne negro', 'El destino de Júpiter']",1983,"Reparto, Producción, Maquillaje",14 premios y 62 nominaciones
El libro de Eli,Ray Stevenson,"['Los tres mosqueteros', 'Thor']",1964,"Reparto, Banda sonora",1 nominación
El libro de Eli,Jennifer Beals,"['Flashdance', 'El libro de Eli']",1963,"Reparto, Producción, Cámara y electricidad",7 premios y 13 nominaciones
El libro de Eli,Evan Jones,"['8 millas', 'Juego de ladrones: El atraco perfecto']",1976,Reparto,N/A
El libro de Eli,Joe Pingue,"['Star Trek: Section 31', 'Estación Once']",1972,"Reparto, Dirección, Guion",3 premios y 7 nominaciones
El libro de Eli,Frances de la Tour,"['The history boys', 'Into the Woods']",1944,"Reparto, Banda sonora",2 premios y 8 nominaciones en total
Let the Game Begin,Thomas Ian Nicholas,"['Adverse', 'Red Band Society']",1980,"Reparto, Producción, Dirección",12 premios y 8 nominaciones
Let the Game Begin,Adam Rodriguez,"['CSI: Miami', 'Magic Mike XXL']",abril,"Reparto, Producción, Dirección",3 premios y 4 nominaciones
Let the Game Begin,Lisa Ray,"['Agua', 'Bollywood/Hollywood']",1972,Reparto,1 premio y 2 nominaciones
Let the Game Begin,Stephen Baldwin,"['Sospechosos habituales', 'Bio-Dome']",1966,"Reparto, Producción, Dirección",6 premios y 5 nominaciones
Let the Game Begin,Michael Madsen,"['Reservoir Dogs', 'Kill Bill: Volumen 1']",1957,"Reparto, Producción, Guion",20 premios y 7 nominaciones
Let the Game Begin,Natasha Henstridge,"['Species (Especie mortal)', 'Fantasmas de Marte de John Carpenter']",1974,"Reparto, Producción, Banda sonora",5 premios y 3 nominaciones
Let the Game Begin,Lochlyn Munro,"['Freddy contra Jason', 'Dos rubias de pelo en pecho']",1966,"Reparto, Producción, Banda sonora",1 nominación
Let the Game Begin,Ken Davitian,"['Borat', 'Superagente 86 de película']",1953,"Reparto, Producción, Guion",1 premio y 2 nominaciones
"O: love, beauty, pain, struggle",Swati Amin,"['O: love, beauty, pain, struggle']",N/A,Reparto,N/A
Tamassu,Shivarajkumar,"['Om', 'Vajrakaya']",1962,"Guion, Reparto, Música",5 premios y 10 nominaciones
Tamassu,Natasha Henstridge,"['Species (Especie mortal)', 'Fantasmas de Marte de John Carpenter']",1974,"Reparto, Producción, Banda sonora",5 premios y 3 nominaciones
Tamassu,Lochlyn Munro,"['Freddy contra Jason', 'Dos rubias de pelo en pecho']",1966,"Reparto, Producción, Banda sonora",1 nominación
Tamassu,Ken Davitian,"['Borat', 'Superagente 86 de película']",1953,"Reparto, Producción, Guion",1 premio y 2 nominaciones
Just Inès,Daniel Weyman,"['El señor de los anillos: Los anillos de poder', 'Gentleman Jack']",1977,Reparto,N/A
Just Inès,Caroline Ducey,"['Romance X', 'Trop de bonheur']",1976,Reparto,3 premios y 1 nominación
Just Inès,Barbara Cabrita,"['La jaula dorada', 'Conexión Marsella']",1982,Reparto,N/A
Just Inès,Veronica Roberts,"['Emma', 'Mr. Turner']",N/A,Reparto,N/A
Just Inès,Sasha Picks,['Just Inès'],N/A,Reparto,N/A
Just Inès,Jane Briers,"['Close to Home', 'Goodnight Sweetheart']",1939,Reparto,N/A
Just Inès,Emma Fildes,"['Distant Shores', 'Doctors']",N/A,Reparto,N/A
Just Inès,Theo Grant,"['Into the Who Knows!', ""The Late Great '78: Glamour's Golden Sunset""]",N/A,"Reparto, Sonido, Equipos adicionales",N/A
El mal ajeno,Eduardo Noriega,"['El último desafío', 'En el punto de mira']",1973,"Reparto, Guion, Producción",7 premios y 8 nominaciones
El mal ajeno,Belén Rueda,"['El orfanato', 'Mar adentro']",1965,"Reparto, Dirección, Banda sonora",14 premios y 22 nominaciones
El mal ajeno,Angie Cepeda,"['Una noche en el viejo México', 'Caballos salvajes']",1974,"Reparto, Música",1 premio y 1 nominación
El mal ajeno,Cristina Plazas,"['El cuerpo', '3 metros sobre el cielo']",1969,Reparto,5 premios
El mal ajeno,Clara Lago,"['La cara oculta', 'Tengo ganas de ti']",1990,"Reparto, Banda sonora",4 premios y 5 nominaciones
El mal ajeno,Marcel Borràs,"['3 metros sobre el cielo', 'Incierta gloria']",1989,"Reparto, Equipos adicionales, Dirección",1 nominación
El mal ajeno,Carlos Leal,"['L: Generación Q', 'El milagro del padre Stu']",1969,"Reparto, Producción, Guion",3 premios
El mal ajeno,Luis Callejo,"['Resucitado', 'Tarde para la ira']",1970,"Reparto, Producción",17 premios y 14 nominaciones
Camp Hell,Dana Delany,"['Playa de China', 'Tombstone: La leyenda de Wyatt Earp']",marzo,"Reparto, Producción, Banda sonora",7 premios y 11 nominaciones en total
Camp Hell,Andrew McCarthy,"['Orange Is the New Black', 'The Blacklist']",1962,"Reparto, Dirección, Producción",2 premios
Camp Hell,Caroline London,"['Camp Hell', 'Dollhouse']",N/A,Reparto,N/A
Camp Hell,Will Denton,"['Robots', 'Cam']",1990,"Reparto, Equipos adicionales",N/A
Camp Hell,Bruce Davison,"['X-Men', '1923']",1946,"Reparto, Dirección, Producción",14 premios y 14 nominaciones en total
Camp Hell,Juliana Monin,['Camp Hell'],N/A,Reparto,N/A
Camp Hell,Jesse Eisenberg,"['La red social', 'Bienvenidos a Zombieland']",1983,"Reparto, Producción, Guion",23 premios y 62 nominaciones en total
Camp Hell,Connor Paolo,"['Alejandro Magno', 'Friend Request']",julio,"Reparto, Guion, Dirección",1 nominación
Howl,James Franco,"['Spring Breakers', 'The Disaster Artist']",1978,"Reparto, Producción, Dirección",52 premios y 145 nominaciones en total
Howl,Todd Rotondi,"['Howl', 'As the World Turns']",1974,"Reparto, Producción, Dirección de casting",N/A
Howl,Jon Prescott,"['The Holiday (Vacaciones)', 'Howl']",1981,"Reparto, Banda sonora",N/A
Howl,Aaron Tveit,"['Los miserables', 'Sin frenos']",1983,"Reparto, Banda sonora",7 premios y 7 nominaciones
Howl,David Strathairn,"['Buenas noches, y buena suerte.', 'Lincoln']",1949,"Reparto, Producción, Equipos adicionales",13 premios y 49 nominaciones en total
Howl,Jon Hamm,"['Mad Men', 'The Town: Ciudad de ladrones']",1971,"Reparto, Producción, Dirección",23 premios y 100 nominaciones en total
Howl,Andrew Rogers,"['Hunters', 'Blindspot']",1963,"Reparto, Producción, Especialistas","1,88 m"
Howl,Bob Balaban,"['Gosford Park', 'Un poderoso viento']",1945,"Reparto, Dirección, Producción",11 premios y 20 nominaciones en total
The Singularity Is Near,Jon Prescott,"['The Holiday (Vacaciones)', 'Howl']",1981,"Reparto, Banda sonora",N/A
The Singularity Is Near,Aaron Tveit,"['Los miserables', 'Sin frenos']",1983,"Reparto, Banda sonora",7 premios y 7 nominaciones
The Singularity Is Near,David Strathairn,"['Buenas noches, y buena suerte.', 'Lincoln']",1949,"Reparto, Producción, Equipos adicionales",13 premios y 49 nominaciones en total
The Singularity Is Near,Jon Hamm,"['Mad Men', 'The Town: Ciudad de ladrones']",1971,"Reparto, Producción, Dirección",23 premios y 100 nominaciones en total
The Singularity Is Near,Andrew Rogers,"['Hunters', 'Blindspot']",1963,"Reparto, Producción, Especialistas","1,88 m"
The Singularity Is Near,Bob Balaban,"['Gosford Park', 'Un poderoso viento']",1945,"Reparto, Dirección, Producción",11 premios y 20 nominaciones en total
Between The Lines,James Alexander,"['Between The Lines', 'In Contention']",N/A,"Reparto, Guion, Producción",N/A
Between The Lines,Dan Hubler,['Between The Lines'],N/A,"Reparto, Guion",N/A
Between The Lines,Collin Murray,"['Between The Lines', 'In Contention']",N/A,"Reparto, Producción",N/A
Between The Lines,Kayla Price,['Between The Lines'],N/A,Reparto,N/A
Between The Lines,Stacy Rhodes,"['Mt. Molehill', 'Between The Lines']",N/A,"Producción, Reparto",N/A
Asa Mi Kay Gunha Kela,Anand Abhyankar,"['Lage Raho Munna Bhai', 'Vaastav: The Reality']",2012,Reparto,N/A
Asa Mi Kay Gunha Kela,Ramesh Bhatkar,"['Aai Pahije', 'Bomb Blast']",1949,Reparto,N/A
Ivory,Travis Fimmel,"['Warcraft: El origen', 'Vikingos']",1979,"Reparto, Producción",4 nominaciones
Ivory,Peter Stormare,"['Fargo', 'El secreto de los hermanos Grimm']",1953,"Reparto, Guion, Producción",3 premios y 9 nominaciones
Ivory,Beau Garrett,"['Tron: Legacy', 'Los 4 Fantásticos y Silver Surfer']",1982,"Reparto, Banda sonora",N/A
Ivory,Martin Landau,"['Ed Wood', 'Delitos y faltas']",1928,"Reparto, Producción, Equipos adicionales",30 premios y 24 nominaciones en total
Ivory,Charlotte Salt,"['Beowulf', 'The TV Set']",1985,Reparto,N/A
Ivory,Tim Draxl,"['Una boda de muerte', 'Interceptor']",1981,Reparto,3 nominaciones
Ivory,Erika Marozsán,"['Hércules', 'El juego del amor']",1972,Reparto,N/A
Ivory,Thomas Rivas,"['No Mans Land 2: Rise of the Crimson Butcher', 'C.I.Ape']",1988,"Reparto, Producción, Equipos adicionales",2 premios
Lost Everything,Henry Dittman,"['Black-ish', 'The Late Late Show with James Corden']",diciembre,"Reparto, Producción, Guion",2 nominaciones
Lost Everything,Karin Kelts,"[""Amelia's 25th"", 'Último aviso']",N/A,"Reparto, Producción",Karin Slater
Lost Everything,Kyle Lupo,"['Dexter', 'Instituto sangriento']",1981,Reparto,Kyle Patrick
Lost Everything,Mark Whittington,"[""Amelia's 25th"", 'Daños y perjuicios']",N/A,"Producción, Reparto, Guion",N/A
Lost Everything,Avery Sommers,"['Cartas al cielo', 'Corrupción en Miami']",N/A,"Reparto, Producción, Banda sonora",N/A
Lost Everything,Leif Holt,"['Days of Our Lives', 'Hospital General']",N/A,"Reparto, Producción, Dirección de la segunda unidad o asistencia a dirección",N/A
Lost Everything,Raphael Dorval,"['Belleza y poder', ""America's Next Top Model""]",abril,"Producción, Dirección de casting, Reparto",Raphael Sanchez
Lost Everything,Anna Lopez,['Lost Everything'],N/A,Reparto,N/A
Hearts of Three,Adelia Abdulkhairova,['Hearts of Three'],N/A,Reparto,N/A
Hearts of Three,Madi Aitimov,"['Destiny of Three', 'Hearts of Three']",N/A,Reparto,N/A
Hearts of Three,Tim Beker,['Hearts of Three'],N/A,Reparto,N/A
Hearts of Three,Turar Davilbekov,['Hearts of Three'],N/A,Reparto,N/A
Hearts of Three,Ayan Hanapin,['Hearts of Three'],N/A,Reparto,N/A
Hearts of Three,Ainura Kaidigulova,['Hearts of Three'],N/A,Reparto,N/A
Hearts of Three,Maya Kartabayeva,['Hearts of Three'],N/A,Reparto,N/A
Hearts of Three,Darmen Koktov,"['Destiny of Three', 'Hearts of Three']",N/A,Reparto,N/A
Chike Naija,Gift Achibong,['Chike Naija'],N/A,Reparto,N/A
Chike Naija,Dalington Adindu,['Chike Naija'],N/A,Reparto,N/A
Chike Naija,Gift C. Ajie,['Chike Naija'],N/A,Reparto,N/A
Chike Naija,Sylvia Akpan,['Chike Naija'],N/A,Reparto,N/A
Chike Naija,Pas Andrew,['Chike Naija'],N/A,Reparto,N/A
Chike Naija,Sony Famous Anya,['Chike Naija'],N/A,Reparto,N/A
Chike Naija,Emmanuel Armyforgals,['Chike Naija'],N/A,Reparto,N/A
Chike Naija,Colombus Arosanga,"['Stigma', 'Chike Naija']",N/A,Reparto,N/A
Las mejores cosas del mundo,Francisco Miguez,"['Las mejores cosas del mundo', 'Ronda']",N/A,"Reparto, Guion, Dirección",N/A
Las mejores cosas del mundo,Denise Fraga,"['Por Trás do Pano', 'Hoje']",1965,"Reparto, Guion",17 premios y 6 nominaciones
Las mejores cosas del mundo,Fiuk,"['Malhação', 'A Força do Querer']",1990,"Reparto, Composición, Banda sonora",1 premio y 3 nominaciones
Las mejores cosas del mundo,Zécarlos Machado,"['Os Dez Mandamentos', 'Y recibí las peores noticias...']",1950,Reparto,N/A
Las mejores cosas del mundo,Gabriela Rocha,"['Las mejores cosas del mundo', '3%']",N/A,"Reparto, Banda sonora",Gabriela Rocha Itocazzo
Las mejores cosas del mundo,Caio Blat,"['Carandiru', 'Bróder']",1980,"Reparto, Dirección, Guion",13 premios y 12 nominaciones
Las mejores cosas del mundo,Renata Bastos,"['Las mejores cosas del mundo', 'Crime Delicado']",N/A,Reparto,N/A
Las mejores cosas del mundo,Lilian Blanc,"['A ciegas (Blindness)', 'Abejas asesinas']",N/A,"Reparto, Banda sonora",N/A
Como la vida misma,Katherine Heigl,"['La cazarrecompensas', 'Lío embarazoso']",1978,"Reparto, Producción, Banda sonora",10 premios y 31 nominaciones en total
Como la vida misma,Josh Duhamel,"['Transformers', 'Un lugar donde refugiarse']",1972,"Reparto, Producción, Guion",4 premios y 19 nominaciones
Como la vida misma,Josh Lucas,"[""Le Mans '66"", 'Sweet Home Alabama']",1971,"Reparto, Producción, Dirección de fotografía y cámara",4 premios y 4 nominaciones
Como la vida misma,Alexis Clagett,['Como la vida misma'],N/A,Reparto,N/A
Como la vida misma,Brynn Clagett,['Como la vida misma'],N/A,Reparto,N/A
Como la vida misma,Brooke Clagett,['Como la vida misma'],N/A,Reparto,N/A
Como la vida misma,Hayes MacArthur,"['Angie Tribeca', 'Feliz Navidad y esas cosas']",abril,"Reparto, Producción, Guion",N/A
Como la vida misma,Christina Hendricks,"['Ginger & Rosa', 'The Neon Demon']",1975,"Reparto, Producción, Equipos adicionales",13 premios y 32 nominaciones en total
Spud,John Cleese,"['Un pez llamado Wanda', 'Los caballeros de la mesa cuadrada y sus locos seguidores']",1939,"Reparto, Guion, Producción",12 premios y 26 nominaciones en total
Spud,Troye Sivan,"['X-Men orígenes: Lobezno', 'Identidad borrada']",1995,"Reparto, Composición, Dirección",4 premios y 25 nominaciones
Spud,Jamie Royal,"['Spud', 'Black Mirror']",N/A,Reparto,N/A
Spud,Sven Ruygrok,"['One Piece', 'Warrior']",N/A,Reparto,N/A
Spud,N/A,['N/A'],N/A,N/A,N/A
Spud,N/A,['N/A'],N/A,N/A,N/A
Spud,N/A,['N/A'],N/A,N/A,N/A
Spud,Travis Hornsby,"['Spud', 'Spud 3: Learning to Fly']",N/A,Reparto,N/A
Small Town Saturday Night,Shawn Christian,"['Atrapado en un pirado', 'Temblores 3: Regreso a perfection']",1965,"Reparto, Guion, Dirección",2 nominaciones
Small Town Saturday Night,Chris Pine,"['Star Trek', 'Wonder Woman']",1980,"Reparto, Producción, Guion",8 premios y 37 nominaciones en total
Small Town Saturday Night,Bre Blair,"['Game of Silence', 'El club de las niñeras']",1980,"Reparto, Producción",3 premios y 1 nominación
Small Town Saturday Night,Kali Majors,"['Baby Blues', 'Doctoras de Filadelfia']",1999,"Reparto, Edición, Producción",5 nominaciones
Small Town Saturday Night,John Hawkes,"['Las sesiones', ""Winter's Bone""]",1959,"Reparto, Música, Producción",18 premios y 63 nominaciones en total
Small Town Saturday Night,Lin Shaye,"['Insidious', 'Dead End: Atajo al infierno']",1943,"Reparto, Producción, Guion",6 premios y 8 nominaciones
Small Town Saturday Night,Adam Hendershott,"['Una novata en un cuento de hadas', 'Veronica Mars']",1983,"Reparto, Cámara y electricidad, Equipos adicionales",N/A
Small Town Saturday Night,Octavia Spencer,"['Figuras ocultas', 'Criadas y señoras']",1970,"Reparto, Producción, Dirección",42 premios y 98 nominaciones en total
Bare Knuckles,Jeanette Roxborough,"['El maravilloso mundo de Disney', 'Suits: La clave del éxito']",N/A,"Especialistas, Reparto",1 premio
Bare Knuckles,Martin Kove,"['Karate Kid (El momento de la verdad)', 'Karate Kid III: El desafío final']",1947,"Reparto, Producción, Dirección",9 premios y 3 nominaciones
Bare Knuckles,Chris Mulkey,"['El poder', 'Capitán Phillips']",mayo,"Reparto, Producción, Guion",5 premios y 3 nominaciones
Bare Knuckles,Teya Roxborough,['Bare Knuckles'],N/A,Reparto,N/A
Bare Knuckles,Louis Mandylor,"['Friends', 'Rambo: Last Blood']",1966,"Reparto, Producción, Dirección",14 premios y 3 nominaciones
Bare Knuckles,Bridgett Riley,"['Watchmen', 'Jumper']",1973,"Reparto, Especialistas, Equipos adicionales",N/A
Bare Knuckles,Spice Williams-Crosby,"['Star Trek V: La última frontera', 'Duke']",1952,"Especialistas, Reparto, Guion",3 premios y 5 nominaciones
Bare Knuckles,Joanne Baron,"['Halloween: El final', 'Si fuera fácil']",1953,"Reparto, Producción, Guion",2 premios
Punk's Dead,Vincent Abel,"['EVE', 'Projekt 17: Fünf Träume, Küche, Bad']",N/A,"Sonido, Reparto, Música",N/A
Punk's Dead,Myria Schwitzgebel,"['Im Schatten des Waldes', 'Lenas Tagebuch']",N/A,"Reparto, Maquillaje, Dirección de producción",N/A
Punk's Dead,David Klotzek,"['Die Monsterjagd', ""Punk's Dead""]",N/A,"Reparto, Guion, Música",N/A
Punk's Dead,Niclas Brinkmann,"['EVE', ""Punk's Dead""]",N/A,"Sonido, Reparto, Cámara y electricidad",N/A
Punk's Dead,Jonas Dreesch-Rosendahl,"['EVE', 'Die Monsterjagd']",N/A,"Reparto, Guion, Sonido",N/A
Punk's Dead,Christof Maaß,"['Alerta 112', ""Punk's Dead""]",1965,"Reparto, Composición, Especialistas",N/A
Punk's Dead,Luzia Schelling,"[""Punk's Dead""]",N/A,Reparto,N/A
Punk's Dead,Katrin Aumann,"['EVE', 'Im Schatten des Waldes']",N/A,Reparto,N/A
Je ne vous oublierai jamais,Rudi Rosenberg,"['El novato', 'Aglaée']",1979,"Reparto, Dirección, Guion",Rudy Rosenberg
Je ne vous oublierai jamais,Fanny Valette,"['La pequeña Jerusalén', 'Passade']",1986,"Reparto, Banda sonora",4 premios y 1 nominación
Je ne vous oublierai jamais,Pierre Arditi,"['Mélo', 'Smoking/No Smoking']",1944,"Reparto, Equipos adicionales, Banda sonora",5 premios
